studentid,sex,age,bis1,bis2,bis3,bis4,bis5,bis6,bis7,bas1,bas2,bas3,bas4,bas5,bas6,bas7,bas8,bas9,bas10,bas11,bas12,bas13,a01_t1,a02_t1,a03_t1,a04_t1,a05_t1,a06_t1,a07_t1,a08_t1,a09_t1,a10_t1,a11_t1,a12_t1,a13_t1,a14_t1,a15_t1,a16_t1,a17_t1,a18_t1,a19_t1,a20_t1,d01_t1,d02_t1,d03_t1,d04_t1,d05_t1,d06_t1,d07_t1,d08_t1,d09_t1,d10_t1,d11_t1,d12_t1,d13_t1,d14_t1,d15_t1,d16_t1,d17_t1,d18_t1,d19_t1,d20_t1,a01_t2,a02_t2,a03_t2,a04_t2,a05_t2,a06_t2,a07_t2,a08_t2,a09_t2,a10_t2,a11_t2,a12_t2,a13_t2,a14_t2,a15_t2,a16_t2,a17_t2,a18_t2,a19_t2,a20_t2,d01_t2,d02_t2,d03_t2,d04_t2,d05_t2,d06_t2,d07_t2,d08_t2,d09_t2,d10_t2,d11_t2,d12_t2,d13_t2,d14_t2,d15_t2,d16_t2,d17_t2,d18_t2,d19_t2,d20_t2
332,1,NA,1,3,4,4,4,2,4,4,4,4,4,4,2,4,4,2,4,4,4,4,3,4,1,2,4,4,1,1,2,3,4,4,1,4,3,1,4,3,4,3,3,4,1,1,1,1,1,1,1,4,3,3,2,2,3,3,4,3,1,3,1,4,2,1,3,2,1,1,4,3,2,4,2,3,2,1,3,3,3,3,2,4,1,1,1,1,1,1,1,1,3,2,2,3,1,4,3,2,1,3
333,1,19,3,3,4,4,4,3,4,1,4,3,3,2,1,2,2,2,3,3,2,3,2,2,2,1,3,3,1,1,2,3,2,2,1,3,3,1,2,3,1,3,1,3,1,1,2,3,2,1,1,1,3,3,1,3,1,3,3,2,1,3,2,2,1,1,3,3,1,1,2,2,4,1,1,4,4,1,1,3,1,3,1,3,1,2,1,2,1,1,1,1,2,1,1,1,1,4,3,1,1,1
334,0,19,2,4,4,4,4,2,4,3,4,4,4,3,3,4,4,3,4,2,4,3,3,2,2,3,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,2,1,1,2,1,3,1,2,1,2,2,3,1,1,4,4,1,1,2,2,2,2,1,3,1,1,2,1,2,1,3,2,1,2,1,2,3,2,1,1,2
335,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,0,19,3,4,4,2,4,2,3,2,4,3,3,1,2,1,1,3,3,3,3,3,3,3,2,2,3,3,1,1,1,3,2,2,1,4,4,1,1,2,2,3,2,2,2,1,1,2,1,1,1,2,2,2,1,3,2,3,3,3,2,3,2,2,1,2,2,4,1,1,1,2,4,2,1,3,3,1,1,2,2,3,2,2,3,1,1,1,1,1,2,2,3,2,2,3,2,3,4,3,3,3
337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,0,19,1,4,4,3,4,2,4,4,3,2,2,2,NA,3,3,3,3,4,4,2,3,3,1,4,3,3,2,2,2,3,1,2,1,4,3,1,3,4,2,3,2,3,3,1,1,1,4,1,1,2,3,3,2,3,2,3,3,3,1,4,4,4,4,4,4,1,1,1,1,1,4,4,1,4,4,1,3,3,3,3,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1
339,0,18,3,4,3,2,2,4,3,4,4,2,3,3,2,1,1,3,4,2,3,2,3,4,3,4,4,4,1,1,1,3,4,3,2,4,4,2,2,4,3,4,4,2,4,4,3,4,3,1,1,4,3,3,2,4,1,3,3,3,1,2,1,1,2,4,2,3,1,1,3,3,2,3,1,3,3,2,4,2,3,2,3,2,4,4,3,2,3,2,1,3,2,2,2,4,2,2,3,1,2,2
340,0,18,1,4,4,4,4,2,4,2,3,3,3,3,4,3,3,4,3,4,3,3,1,3,1,2,4,4,2,1,1,3,4,1,1,4,4,1,2,3,2,4,4,4,4,1,1,3,1,1,1,4,4,2,2,4,2,4,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,1,18,1,2,4,4,4,1,4,4,4,3,4,4,4,4,3,4,4,4,3,3,1,1,1,1,1,4,1,1,1,1,4,1,1,4,4,1,1,1,1,3,1,4,1,1,1,1,4,1,1,3,1,1,1,4,1,1,NA,4,2,1,1,1,1,1,1,4,1,1,1,1,3,1,1,4,4,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,3,1,1,4,1,1,3
342,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,4,1,1,2,3,3,1,1,1,1,2,1,3,1,1,2,1,1,1
343,1,18,4,3,4,4,4,1,3,3,4,4,3,4,3,3,3,2,3,3,4,3,2,3,3,3,3,2,2,3,2,3,3,4,2,3,3,2,2,3,4,3,2,3,3,1,1,2,2,1,2,4,3,3,2,2,4,3,2,3,2,3,2,3,3,3,3,2,2,3,3,3,3,4,2,3,3,2,2,3,4,3,3,3,3,1,1,2,2,2,3,4,3,3,2,3,3,3,2,3,1,3
344,1,19,2,2,3,2,2,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,1,2,3,3,2,2,2,2,1,3,2,3,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,1,2,3,2,3,3,3,3,2,3,2,3,3,1,2,3,1,1,1,2,2,1,2,1,3,1,2,1,1,1,2,2,2,3,4,1,2,3,3,2,1,3,3,2,2,3,2,3,2,2,3,2,2
345,1,NA,3,2,2,2,3,4,2,2,4,3,2,2,4,3,2,3,2,3,2,3,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,3,3,3,3,2,1,1,1,1,3,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2
346,1,18,1,4,4,4,4,2,4,3,4,4,4,3,4,2,4,4,4,4,3,4,1,2,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,3,1,2,1,2,1,2,3,3,3,3,1,1,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,3,4,1,1,1,1,4,3,4,4,4,1,1,4,2,3,2,4,1,3,4,2,4,1,1,4,3,3,1,4,1,3,3,3,1,1
348,0,18,2,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,1,1,1,1,3,3,1,1,2,3,2,1,1,3,3,1,1,3,1,2,3,3,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,2,3,3,2,1,3,2,3,2,2,4,3,3,1,3,3,1,1,3,2,4,3,3,2,1,1,1,1,3,2,3,2,1,2,2,2,4,2,2,1,2
349,1,18,2,3,4,3,4,1,2,4,4,3,3,4,2,3,3,2,3,3,4,3,2,2,1,2,2,1,1,1,1,3,3,2,1,4,3,1,2,2,2,3,2,4,1,4,2,1,4,1,2,2,3,2,1,1,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1,20,2,3,3,3,2,2,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,1,1,1,4,3,1,1,4,4,1,1,3,1,4,3,4,1,1,1,1,1,2,1,2,2,2,1,2,1,3,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,1,NA,2,3,2,2,1,2,2,2,4,4,NA,4,2,2,2,3,3,4,4,3,3,2,1,2,2,3,1,1,1,1,4,1,1,4,3,1,1,1,1,4,2,4,1,2,2,2,1,1,1,2,1,2,1,2,1,3,3,4,1,4,1,3,1,2,1,3,1,1,1,1,3,2,1,3,2,1,1,1,1,2,1,4,1,1,1,2,1,1,1,2,2,2,1,3,1,2,3,2,1,3
352,1,19,1,3,3,3,3,2,2,3,4,3,4,3,2,3,3,3,4,3,2,2,3,3,2,1,3,2,4,2,2,3,3,2,1,3,3,4,3,3,3,3,2,3,2,1,1,3,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,2,3,2,1,1,2,2,3,3,2,1,2
353,1,NA,2,1,4,3,3,2,3,3,4,4,3,3,3,4,3,4,4,3,4,2,1,1,1,2,2,3,1,1,1,1,2,2,1,4,3,1,1,1,1,2,2,3,2,3,3,NA,4,3,2,3,4,2,2,4,4,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,0,19,1,4,4,4,3,1,3,3,4,4,4,3,3,2,3,3,4,3,2,3,3,3,2,3,4,3,3,2,2,3,3,4,1,3,3,4,4,3,4,3,4,3,4,4,2,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,2,3,1,3,2,2,2,2,2,3,3,4,3,4,2,2,3,3,2,2,3,2,1,3,1,3,4,2,1,2
355,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,2,2,3,3,3,2,2,1,2,NA,1,3,3,1,2,3,4,3,4,2,2,2,1,4,3,1,1,1,4,3,3,4,4,3,2
357,1,18,2,4,4,4,4,1,4,4,4,4,3,4,3,2,3,2,4,2,3,3,1,1,1,1,1,3,1,1,1,1,2,2,1,4,4,1,1,1,1,3,2,2,1,3,1,4,1,1,1,4,4,1,1,1,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1,NA,1,3,3,3,4,3,1,3,4,4,4,3,3,3,4,4,4,2,4,4,2,2,1,2,2,2,1,1,1,2,2,1,1,3,3,1,1,2,1,2,2,4,2,1,2,2,2,1,1,4,2,3,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,4,2,2,2,1,2,1,1,3,3,3,1,1,2,2,1,2,1,3
359,1,19,2,3,4,2,3,2,3,2,4,4,4,2,3,3,4,3,3,3,3,4,2,3,1,2,2,3,1,1,1,2,3,2,1,4,3,1,2,2,2,3,2,2,1,1,1,1,2,1,1,1,1,2,2,NA,3,3,3,3,1,3,3,3,1,1,2,3,2,2,2,3,3,2,1,2,3,1,2,2,2,2,1,3,2,2,1,1,1,1,1,2,2,2,2,2,2,3,3,3,1,3
360,0,19,3,4,2,2,3,4,2,2,4,3,4,2,4,3,4,4,4,4,2,4,1,1,1,1,2,2,1,1,2,2,1,NA,2,1,1,1,2,1,1,1,1,4,2,3,2,2,4,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,3,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2
361,1,18,1,4,3,3,2,2,1,2,4,4,4,2,4,2,2,3,3,3,3,3,2,2,2,1,3,3,2,1,1,2,3,1,1,4,3,1,1,4,1,3,2,4,1,1,1,1,1,1,2,2,4,4,1,1,2,4,2,3,1,3,2,2,1,1,3,4,1,1,1,2,4,1,1,4,4,1,1,2,2,3,3,3,3,3,2,3,1,4,3,2,3,4,3,2,2,4,3,4,2,4
362,1,NA,3,4,4,4,4,2,3,4,4,3,4,4,3,3,3,4,4,2,2,3,3,3,2,3,3,3,3,2,1,3,3,2,1,4,4,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,4,2,2,2,4,4,2,2,4,4,1,3,3,2,3,2,2,3,2,3,2,2,1,2,2,4,3,1,3,3,4,3,4,2,4
363,1,NA,3,3,3,2,2,3,2,3,4,4,3,2,2,2,2,2,3,3,4,3,1,2,2,1,3,2,1,1,2,2,2,1,1,3,3,1,1,2,1,3,2,4,1,3,3,2,1,1,1,4,2,3,1,1,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,0,19,2,3,4,3,2,3,3,2,3,4,3,3,3,3,3,2,4,2,2,4,2,2,1,1,3,4,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,4,2,1,1,2,1,1,1,1,1,1,1,4,1,3,4,1,1,1,3,3,1,1,3,4,1,2,1,3,3,1,1,4,3,1,1,4,1,3,3,4,4,1,1,2,1,1,2,2,1,1,2,2,3,3,2,2,1,2
365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,1,18,2,4,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,2,2,1,2,2,2,1,1,1,1,2,3,1,3,2,1,2,2,3,2,2,1,2,2,1,1,1,1,1,2,3,2,3,1,2,3,3,2,2,2,2,3,1,2,3,3,1,1,1,2,2,2,1,3,3,1,2,2,2,2,3,1,1,2,1,1,2,1,1,3,4,3,2,2,3,3,3,3,3,3
367,1,19,4,1,1,1,1,2,1,1,4,2,2,2,2,2,3,3,3,1,4,3,1,1,1,1,3,3,1,1,1,1,3,1,1,4,4,1,1,1,1,2,2,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1,19,3,3,4,2,3,2,3,4,4,4,4,4,3,3,3,2,2,3,4,3,1,1,1,1,3,4,1,1,2,3,3,1,1,4,3,1,1,2,1,3,2,3,1,1,1,3,1,1,1,2,2,2,1,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,1,19,1,4,4,4,4,2,4,3,4,3,4,2,3,2,3,4,4,3,3,4,2,2,3,2,3,3,3,3,3,2,2,4,1,2,2,1,4,2,4,2,2,4,1,1,2,1,1,1,2,2,2,2,3,2,3,4,2,3,1,2,3,4,2,2,3,2,2,2,1,1,4,2,1,4,4,2,3,3,2,3,3,4,2,3,2,1,3,3,3,3,3,2,4,2,3,4,3,4,1,2
370,0,18,3,4,4,2,4,2,3,3,4,4,3,3,3,4,3,4,4,4,3,4,2,1,1,2,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,4,3,2,1,1,1,4,3,4,3,3,1,1,3,4,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,1,19,1,4,4,3,4,2,4,3,4,4,4,3,3,4,3,3,3,3,4,4,2,2,2,1,2,3,1,1,2,3,3,2,1,4,3,1,1,3,2,3,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,3,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,3,3,1,1,2,2,3,1,4,1,1,1,1,1,1,1,1,2,2,1,2,1,4,3,3,1,3
372,1,20,3,4,3,2,2,2,3,2,4,3,3,2,4,2,3,4,3,3,2,3,1,2,2,1,3,3,1,1,2,2,4,2,1,4,3,1,1,3,1,4,3,4,1,2,3,2,1,2,3,4,4,3,2,3,3,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1,19,2,3,3,3,3,2,3,4,4,4,4,4,2,3,3,2,3,2,4,3,2,3,1,1,4,3,1,2,1,4,4,1,1,4,4,1,1,4,1,4,2,4,1,1,1,2,1,1,1,3,3,1,1,1,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,1,19,3,2,2,3,3,2,3,3,4,4,4,3,3,3,4,4,4,4,3,4,1,2,1,2,2,3,3,3,1,1,4,1,1,4,4,1,1,2,2,4,2,4,2,2,1,2,1,1,1,2,4,3,2,3,2,3,3,4,1,4,1,3,1,1,3,2,3,2,1,3,3,1,1,4,4,1,1,3,1,4,1,4,2,1,1,1,4,1,2,3,2,3,2,4,2,3,3,4,1,4
375,1,NA,1,3,2,2,3,2,1,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,3,1,4,1,2,2,2,2,1,1,4,1,1,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,4,1,2,2,1,1,1,1,3,2,2,2,3,3,2,2,2,1,3
376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,1,18,NA,3,4,2,4,3,2,3,4,3,3,3,2,3,2,3,2,2,4,3,2,2,1,1,3,2,1,1,1,3,2,1,1,3,2,1,1,3,1,2,1,4,3,2,1,3,2,1,1,2,2,2,1,2,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,4,1,1,1,3,3,2,1,4,3,1,1,3,1,3,1,4,1,3,1,1,1,1,1,1,3,1,1,2,1,4,3,3,1,3
379,1,19,3,3,4,2,4,1,4,4,4,4,4,4,3,4,4,4,2,4,4,1,3,3,2,2,3,1,3,2,3,3,3,4,1,3,2,1,3,3,4,3,1,1,2,3,3,1,2,1,3,3,3,2,4,1,3,NA,4,4,4,4,1,2,4,1,3,2,1,3,2,2,1,4,1,1,1,1,4,1,4,1,4,1,4,4,1,1,4,4,4,4,1,1,4,1,4,1,1,1,1,1
380,1,19,1,4,4,4,4,2,4,4,4,4,4,4,3,4,3,3,3,2,2,4,2,2,1,1,3,3,1,1,1,2,3,2,1,3,3,1,3,3,3,3,2,2,1,1,3,2,1,1,1,4,3,2,4,2,1,3,2,3,1,3,4,4,2,1,3,2,1,1,1,2,2,2,2,3,2,2,3,3,3,3,4,3,1,1,2,2,1,1,1,4,3,3,3,3,1,4,2,3,1,3
381,1,18,1,4,4,3,4,2,2,3,3,3,3,3,3,4,4,4,4,4,4,2,1,3,2,4,4,1,1,1,2,3,4,4,1,4,4,1,3,3,4,4,3,4,4,4,4,1,1,1,1,1,4,1,1,1,1,1,2,1,1,2,3,4,4,4,4,2,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,1,1,1,1,1,4,4,1,2,4,2,4,3,4,4,4
382,1,NA,1,4,4,4,4,2,3,4,4,3,4,4,4,4,3,4,4,3,3,2,3,3,1,1,2,3,3,4,NA,3,2,3,3,2,3,1,1,4,3,3,3,4,2,4,3,1,4,1,2,4,4,2,4,1,4,2,2,2,1,4,3,3,4,3,3,3,2,2,3,3,3,2,4,3,3,4,2,2,3,2,3,4,4,4,3,2,3,3,3,4,2,2,4,3,2,3,2,2,1,3
383,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,4,2,2,2,2,3,3,4,3,3,2,3,3,3,3,3,2,3,3,1,2,2,1,4,2,4,3,3,2,1,2,2,2,3,1,2
385,1,19,1,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,2,3,3,1,2,2,3,3,2,2,3,3,2,2,3,2,3,3,1,1,2,1,2,1,1,4,3,3,3,1,1,3,4,2,3,1,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,3,4,1,1,1,1,1,1,1,3,3,3,2,3,1,2,4,3,3,1,2
386,0,19,1,3,3,3,3,2,4,2,4,4,4,2,3,3,4,3,3,3,3,2,3,3,2,1,4,3,1,1,1,4,3,3,1,4,4,1,2,3,2,4,2,4,2,1,1,1,1,1,1,4,2,1,2,2,1,2,2,2,1,1,2,2,1,1,3,3,1,1,1,2,3,1,1,4,4,1,1,2,1,2,2,3,3,1,1,1,1,1,1,3,3,3,1,3,3,2,2,2,1,2
387,1,NA,3,2,2,2,2,2,2,3,4,4,3,3,3,4,3,4,3,4,3,4,1,2,1,1,2,3,1,1,1,2,4,1,1,3,3,1,1,2,1,2,3,3,1,4,1,2,1,1,3,2,2,3,2,3,2,3,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1,19,3,3,3,2,2,3,2,2,4,4,3,2,3,3,3,3,4,3,2,3,3,2,2,3,2,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,NA,2,1,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
